customer_id,order_date,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
CUST00752,2025-06-25,97,2,1319.5500000000002,2,1,2,5,Lost Customers
CUST00753,2025-05-10,143,1,1093.17,2,1,2,5,Lost Customers
CUST00754,2025-08-24,37,2,3639.05,4,1,4,9,Potential Loyalists
CUST00755,2025-03-14,200,2,1585.3600000000001,1,1,3,5,Lost Customers
CUST00756,2025-06-09,113,3,3223.87,2,1,4,7,At Risk
CUST00757,2025-09-22,8,3,1807.24,5,1,3,9,Potential Loyalists
CUST00758,2025-07-14,78,10,6808.01,3,3,5,11,Loyal Customers
CUST00759,2025-08-23,38,2,1562.24,4,1,3,8,Potential Loyalists
CUST00760,2025-04-21,162,2,1132.19,1,1,2,4,Lost Customers
CUST00761,2025-03-21,193,2,1069.58,1,1,2,4,Lost Customers
CUST00762,2025-08-15,46,2,2784.5699999999997,4,1,4,9,Potential Loyalists
CUST00763,2025-03-26,188,4,4210.57,1,1,5,7,At Risk
CUST00764,2025-09-07,23,4,3245.93,4,1,4,9,Potential Loyalists
CUST00765,2025-06-24,98,3,2692.35,2,1,4,7,At Risk
CUST00766,2025-04-17,166,2,1783.35,1,1,3,5,Lost Customers
CUST00767,2025-07-17,75,7,3498.46,3,2,4,9,Potential Loyalists
CUST00768,2025-09-09,21,3,2361.23,4,1,3,8,Potential Loyalists
CUST00769,2025-09-12,18,6,2815.44,5,2,4,11,Loyal Customers
CUST00770,2025-09-03,27,3,2711.16,4,1,4,9,Potential Loyalists
CUST00771,2025-07-02,90,1,456.76,2,1,1,4,Lost Customers
CUST00772,2025-03-24,190,3,3114.63,1,1,4,6,At Risk
CUST00773,2025-07-21,71,3,2278.26,3,1,3,7,At Risk
CUST00774,2025-06-21,101,3,1439.8,2,1,2,5,Lost Customers
CUST00775,2025-09-07,23,1,1298.92,4,1,2,7,At Risk
CUST00776,2025-05-18,135,4,3024.9399999999996,2,1,4,7,At Risk
CUST00777,2025-09-20,10,1,720.41,5,1,1,7,At Risk
CUST00778,2024-11-03,331,4,3444.29,1,1,4,6,At Risk
CUST00779,2025-09-24,6,1,416.15,5,1,1,7,At Risk
CUST00780,2025-08-25,36,4,3232.4,4,1,4,9,Potential Loyalists
CUST00781,2025-08-12,49,1,442.8,3,1,1,5,Lost Customers
CUST00782,2025-03-20,194,1,505.28,1,1,1,3,Lost Customers
CUST00783,2025-02-10,232,6,4123.36,1,2,5,8,Potential Loyalists
CUST00784,2025-08-16,45,5,3103.73,4,2,4,10,Loyal Customers
CUST00785,2025-09-19,11,6,3144.23,5,2,4,11,Loyal Customers
CUST00786,2025-05-03,150,5,5359.3,1,2,5,8,Potential Loyalists
CUST00787,2025-08-13,48,7,5769.13,3,2,5,10,Loyal Customers
CUST00788,2025-08-12,49,1,1408.44,3,1,2,6,At Risk
CUST00789,2025-08-06,55,3,1689.1100000000001,3,1,3,7,At Risk
CUST00790,2025-07-14,78,1,458.83,3,1,1,5,Lost Customers
CUST00791,2025-02-12,230,1,1187.93,1,1,2,4,Lost Customers
CUST00792,2025-05-05,148,6,2976.79,1,2,4,7,At Risk
CUST00793,2025-06-09,113,3,2463.2,2,1,3,6,At Risk
CUST00794,2025-04-12,171,5,2824.37,1,2,4,7,At Risk
CUST00795,2025-05-15,138,4,3787.58,2,1,4,7,At Risk
CUST00796,2025-05-02,151,3,5388.48,1,1,5,7,At Risk
CUST00797,2025-09-21,9,5,2975.27,5,2,4,11,Loyal Customers
CUST00798,2025-08-04,57,10,6339.86,3,3,5,11,Loyal Customers
CUST00799,2025-08-05,56,6,3798.88,3,2,4,9,Potential Loyalists
CUST00800,2025-09-18,12,10,9558.37,5,3,5,13,Champions
CUST00801,2025-07-16,76,3,3345.79,3,1,4,8,Potential Loyalists
CUST00802,2025-03-13,201,1,1787.0,1,1,3,5,Lost Customers
CUST00803,2025-08-08,53,7,5289.43,3,2,5,10,Loyal Customers
CUST00804,2025-09-16,14,1,969.91,5,1,2,8,Potential Loyalists
CUST00805,2025-08-20,41,1,780.79,4,1,2,7,At Risk
CUST00806,2025-09-09,21,1,976.95,4,1,2,7,At Risk
CUST00807,2025-06-10,112,2,1827.0300000000002,2,1,3,6,At Risk
CUST00808,2025-08-08,53,5,2738.81,3,2,4,9,Potential Loyalists
CUST00809,2025-09-08,22,3,1886.26,4,1,3,8,Potential Loyalists
CUST00810,2025-02-25,217,1,528.93,1,1,1,3,Lost Customers
CUST00811,2025-03-30,184,6,3477.9399999999996,1,2,4,7,At Risk
CUST00812,2025-03-25,189,1,383.16,1,1,1,3,Lost Customers
CUST00813,2025-09-25,5,9,9628.83,5,3,5,13,Champions
CUST00814,2025-07-04,88,3,3998.29,2,1,4,7,At Risk
CUST00815,2025-05-16,137,3,3282.1400000000003,2,1,4,7,At Risk
CUST00816,2025-08-02,59,2,2688.92,3,1,4,8,Potential Loyalists
CUST00817,2025-09-21,9,14,11008.85,5,5,5,15,Champions
CUST00818,2025-05-06,147,1,988.84,2,1,2,5,Lost Customers
CUST00819,2025-09-02,28,4,2164.49,4,1,3,8,Potential Loyalists
CUST00820,2025-03-25,189,2,935.6700000000001,1,1,2,4,Lost Customers
CUST00821,2025-06-28,94,3,1248.56,2,1,2,5,Lost Customers
CUST00822,2025-07-16,76,6,4218.62,3,2,5,10,Loyal Customers
CUST00823,2025-05-07,146,8,3291.63,2,3,4,9,Potential Loyalists
CUST00824,2025-09-26,4,4,2566.4900000000002,5,1,4,10,Loyal Customers
CUST00825,2025-06-25,97,1,410.77,2,1,1,4,Lost Customers
CUST00826,2025-04-25,158,10,8171.4,1,3,5,9,Potential Loyalists
CUST00827,2025-08-04,57,1,1699.04,3,1,3,7,At Risk
CUST00828,2025-07-02,90,1,355.91,2,1,1,4,Lost Customers
CUST00829,2025-07-30,62,10,6268.52,3,3,5,11,Loyal Customers
CUST00830,2025-09-11,19,3,1613.9499999999998,5,1,3,9,Potential Loyalists
CUST00831,2025-09-24,6,2,994.8299999999999,5,1,2,8,Potential Loyalists
CUST00832,2025-09-30,0,1,716.8,5,1,1,7,At Risk
CUST00833,2025-07-25,67,1,1142.84,3,1,2,6,At Risk
CUST00834,2025-09-28,2,4,2049.66,5,1,3,9,Potential Loyalists
CUST00835,2025-04-26,157,9,6888.030000000001,1,3,5,9,Potential Loyalists
CUST00836,2025-09-21,9,2,1640.21,5,1,3,9,Potential Loyalists
CUST00837,2025-09-15,15,3,2428.7799999999997,5,1,3,9,Potential Loyalists
CUST00838,2025-09-21,9,6,4291.93,5,2,5,12,Loyal Customers
CUST00839,2025-04-21,162,3,1996.99,1,1,3,5,Lost Customers
CUST00840,2025-08-03,58,10,9432.94,3,3,5,11,Loyal Customers
CUST00841,2025-06-23,99,8,6838.26,2,3,5,10,Loyal Customers
CUST00842,2025-07-21,71,5,5478.280000000001,3,2,5,10,Loyal Customers
CUST00843,2025-08-16,45,1,803.69,4,1,2,7,At Risk
CUST00844,2025-09-11,19,1,410.24,5,1,1,7,At Risk
CUST00845,2025-06-26,96,4,2758.2200000000003,2,1,4,7,At Risk
CUST00846,2025-08-20,41,9,7260.82,4,3,5,12,Loyal Customers
CUST00847,2025-09-26,4,6,6336.01,5,2,5,12,Loyal Customers
CUST00848,2025-09-26,4,2,1094.36,5,1,2,8,Potential Loyalists
CUST00849,2025-09-24,6,7,4218.23,5,2,5,12,Loyal Customers
CUST00850,2025-09-23,7,2,2278.0299999999997,5,1,3,9,Potential Loyalists
CUST00851,2025-09-30,0,2,1188.6200000000001,5,1,2,8,Potential Loyalists
CUST00852,2025-07-26,66,3,1379.6599999999999,3,1,2,6,At Risk
CUST00853,2025-07-31,61,1,318.94,3,1,1,5,Lost Customers
CUST00854,2024-12-25,279,3,2249.63,1,1,3,5,Lost Customers
CUST00855,2024-12-12,292,1,613.47,1,1,1,3,Lost Customers
CUST00856,2025-05-18,135,1,2235.84,2,1,3,6,At Risk
CUST00857,2025-07-25,67,5,5033.19,3,2,5,10,Loyal Customers
CUST00858,2025-07-02,90,3,2363.5299999999997,2,1,3,6,At Risk
CUST00859,2025-04-14,169,4,2159.64,1,1,3,5,Lost Customers
CUST00860,2025-07-13,79,1,1472.26,3,1,2,6,At Risk
CUST00861,2025-04-13,170,3,1530.88,1,1,2,4,Lost Customers
CUST00862,2024-07-04,453,4,3934.7400000000002,1,1,4,6,At Risk
CUST00863,2025-09-05,25,4,2928.87,4,1,4,9,Potential Loyalists
CUST00864,2025-05-15,138,2,1042.98,2,1,2,5,Lost Customers
CUST00865,2025-08-11,50,2,1503.1100000000001,3,1,2,6,At Risk
CUST00866,2025-09-04,26,1,1280.71,4,1,2,7,At Risk
CUST00867,2025-09-15,15,1,424.64,5,1,1,7,At Risk
CUST00868,2025-09-10,20,1,832.57,5,1,2,8,Potential Loyalists
CUST00869,2025-06-29,93,7,4021.25,2,2,4,8,Potential Loyalists
CUST00870,2025-07-06,86,7,5454.610000000001,2,2,5,9,Potential Loyalists
CUST00871,2025-05-31,122,8,7332.96,2,3,5,10,Loyal Customers
CUST00872,2025-05-28,125,3,1959.48,2,1,3,6,At Risk
CUST00873,2025-09-27,3,4,4213.62,5,1,5,11,Loyal Customers
CUST00874,2025-09-09,21,1,511.56,4,1,1,6,At Risk
CUST00875,2025-08-31,30,1,363.1,4,1,1,6,At Risk
CUST00876,2025-08-25,36,3,1392.13,4,1,2,7,At Risk
CUST00877,2025-07-29,63,3,1904.33,3,1,3,7,At Risk
CUST00878,2025-05-19,134,2,2578.68,2,1,4,7,At Risk
CUST00879,2025-04-28,155,6,5967.77,1,2,5,8,Potential Loyalists
CUST00880,2025-09-14,16,4,2399.63,5,1,3,9,Potential Loyalists
CUST00881,2025-09-26,4,8,9492.15,5,3,5,13,Champions
CUST00882,2025-07-07,85,2,894.79,3,1,2,6,At Risk
CUST00883,2025-05-27,126,3,6706.94,2,1,5,8,Potential Loyalists
CUST00884,2025-01-02,271,1,365.93,1,1,1,3,Lost Customers
CUST00885,2025-08-30,31,8,6880.8099999999995,4,3,5,12,Loyal Customers
CUST00886,2025-09-29,1,5,2647.05,5,2,4,11,Loyal Customers
CUST00887,2025-09-21,9,3,2344.2,5,1,3,9,Potential Loyalists
CUST00888,2025-06-14,108,3,2556.74,2,1,3,6,At Risk
CUST00889,2025-08-17,44,3,2012.98,4,1,3,8,Potential Loyalists
CUST00890,2025-09-06,24,1,631.59,4,1,1,6,At Risk
CUST00891,2025-09-17,13,3,3475.43,5,1,4,10,Loyal Customers
CUST00892,2025-09-21,9,1,360.98,5,1,1,7,At Risk
CUST00893,2025-06-23,99,2,2269.27,2,1,3,6,At Risk
CUST00894,2025-09-05,25,2,1903.85,4,1,3,8,Potential Loyalists
CUST00895,2025-08-07,54,4,1415.7,3,1,2,6,At Risk
CUST00896,2025-09-20,10,9,7413.08,5,3,5,13,Champions
CUST00897,2025-09-17,13,1,584.95,5,1,1,7,At Risk
CUST00898,2024-10-26,339,6,4353.639999999999,1,2,5,8,Potential Loyalists
CUST00899,2025-03-27,187,1,574.65,1,1,1,3,Lost Customers
CUST00900,2025-08-03,58,2,1242.65,3,1,2,6,At Risk
CUST00901,2025-08-26,35,4,2025.21,4,1,3,8,Potential Loyalists
CUST00902,2025-09-24,6,1,1318.64,5,1,2,8,Potential Loyalists
CUST00903,2025-08-19,42,1,632.18,4,1,1,6,At Risk
CUST00904,2025-08-20,41,7,5113.860000000001,4,2,5,11,Loyal Customers
CUST00905,2025-08-31,30,5,5594.75,4,2,5,11,Loyal Customers
CUST00906,2025-08-23,38,2,1449.41,4,1,2,7,At Risk
CUST00907,2025-02-22,220,3,2874.51,1,1,4,6,At Risk
CUST00908,2025-09-03,27,2,2799.02,4,1,4,9,Potential Loyalists
CUST00909,2025-03-29,185,1,615.14,1,1,1,3,Lost Customers
CUST00910,2025-05-26,127,1,1239.32,2,1,2,5,Lost Customers
CUST00911,2025-08-31,30,9,5240.42,4,3,5,12,Loyal Customers
CUST00912,2025-05-15,138,2,1516.54,2,1,2,5,Lost Customers
CUST00913,2025-03-31,183,3,1818.9,1,1,3,5,Lost Customers
CUST00914,2025-08-25,36,3,1633.9099999999999,4,1,3,8,Potential Loyalists
CUST00915,2025-06-09,113,4,2277.22,2,1,3,6,At Risk
CUST00916,2025-09-10,20,5,4003.46,5,2,4,11,Loyal Customers
CUST00917,2024-12-18,286,3,1704.79,1,1,3,5,Lost Customers
CUST00918,2025-02-06,236,2,1142.22,1,1,2,4,Lost Customers
CUST00919,2025-09-20,10,2,1976.3400000000001,5,1,3,9,Potential Loyalists
CUST00920,2025-07-26,66,4,3650.77,3,1,4,8,Potential Loyalists
CUST00921,2025-03-19,195,1,1335.06,1,1,2,4,Lost Customers
CUST00922,2025-09-19,11,1,1131.6,5,1,2,8,Potential Loyalists
CUST00923,2025-08-04,57,7,4149.83,3,2,5,10,Loyal Customers
CUST00924,2025-08-17,44,4,3018.21,4,1,4,9,Potential Loyalists
CUST00925,2025-08-17,44,1,464.59,4,1,1,6,At Risk
CUST00926,2025-09-29,1,3,1704.96,5,1,3,9,Potential Loyalists
CUST00927,2024-10-22,343,1,617.86,1,1,1,3,Lost Customers
CUST00928,2025-02-13,229,1,325.55,1,1,1,3,Lost Customers
CUST00929,2025-08-18,43,1,325.51,4,1,1,6,At Risk
CUST00930,2025-08-02,59,4,2336.4900000000002,3,1,3,7,At Risk
CUST00931,2025-08-31,30,1,1030.44,4,1,2,7,At Risk
CUST00932,2025-07-09,83,1,688.68,3,1,1,5,Lost Customers
CUST00933,2025-03-09,205,3,2102.12,1,1,3,5,Lost Customers
CUST00934,2025-08-17,44,10,6237.47,4,3,5,12,Loyal Customers
CUST00935,2025-09-02,28,5,3594.4,4,2,4,10,Loyal Customers
CUST00936,2025-08-26,35,2,2188.31,4,1,3,8,Potential Loyalists
CUST00937,2025-05-27,126,5,3342.44,2,2,4,8,Potential Loyalists
CUST00938,2025-09-04,26,3,4729.23,4,1,5,10,Loyal Customers
CUST00939,2025-09-21,9,1,560.91,5,1,1,7,At Risk
CUST00940,2025-02-06,236,2,1727.24,1,1,3,5,Lost Customers
CUST00941,2025-03-31,183,5,3758.0600000000004,1,2,4,7,At Risk
CUST00942,2025-09-23,7,1,407.18,5,1,1,7,At Risk
CUST00943,2024-10-19,346,5,3965.95,1,2,4,7,At Risk
CUST00944,2025-07-18,74,6,4456.65,3,2,5,10,Loyal Customers
CUST00945,2025-09-26,4,1,1143.18,5,1,2,8,Potential Loyalists
CUST00946,2025-04-10,173,1,542.29,1,1,1,3,Lost Customers
CUST00947,2025-08-20,41,9,8603.45,4,3,5,12,Loyal Customers
CUST00948,2025-07-13,79,1,923.64,3,1,2,6,At Risk
CUST00949,2025-05-23,130,2,1269.04,2,1,2,5,Lost Customers
CUST00950,2025-03-05,209,3,3765.9,1,1,4,6,At Risk
CUST00951,2025-07-30,62,1,602.19,3,1,1,5,Lost Customers
CUST00952,2025-08-19,42,8,4710.47,4,3,5,12,Loyal Customers
CUST00953,2025-09-21,9,3,1925.94,5,1,3,9,Potential Loyalists
CUST00954,2025-09-05,25,2,769.86,4,1,1,6,At Risk
CUST00955,2025-07-29,63,2,748.92,3,1,1,5,Lost Customers
CUST00956,2025-08-30,31,7,5800.25,4,2,5,11,Loyal Customers
CUST00957,2025-08-24,37,3,1481.5,4,1,2,7,At Risk
CUST00958,2025-04-23,160,2,1033.42,1,1,2,4,Lost Customers
CUST00959,2025-07-29,63,7,3865.13,3,2,4,9,Potential Loyalists
CUST00960,2025-05-07,146,4,3772.4900000000002,2,1,4,7,At Risk
CUST00961,2025-05-02,151,6,4247.5599999999995,1,2,5,8,Potential Loyalists
CUST00962,2025-09-08,22,1,349.41,4,1,1,6,At Risk
CUST00963,2025-06-19,103,1,641.2,2,1,1,4,Lost Customers
CUST00964,2025-02-23,219,3,2167.08,1,1,3,5,Lost Customers
CUST00965,2025-09-22,8,2,507.14,5,1,1,7,At Risk
CUST00966,2025-08-21,40,1,2196.79,4,1,3,8,Potential Loyalists
CUST00967,2025-02-24,218,2,2065.27,1,1,3,5,Lost Customers
CUST00968,2025-06-24,98,6,6505.79,2,2,5,9,Potential Loyalists
CUST00969,2025-08-30,31,4,2654.59,4,1,4,9,Potential Loyalists
CUST00970,2025-03-26,188,3,1607.64,1,1,3,5,Lost Customers
CUST00971,2025-07-30,62,8,5099.62,3,3,5,11,Loyal Customers
CUST00972,2025-07-28,64,5,5941.2,3,2,5,10,Loyal Customers
CUST00973,2025-09-08,22,7,2980.9700000000003,4,2,4,10,Loyal Customers
CUST00974,2025-07-13,79,5,3559.55,3,2,4,9,Potential Loyalists
CUST00975,2025-08-11,50,4,2517.6099999999997,3,1,3,7,At Risk
CUST00976,2025-09-25,5,7,5735.389999999999,5,2,5,12,Loyal Customers
CUST00977,2025-09-25,5,2,1375.4499999999998,5,1,2,8,Potential Loyalists
CUST00978,2024-11-27,307,1,725.16,1,1,1,3,Lost Customers
CUST00979,2025-06-19,103,8,6304.8099999999995,2,3,5,10,Loyal Customers
CUST00980,2025-07-11,81,1,492.33,3,1,1,5,Lost Customers
CUST00981,2025-06-19,103,8,6263.0,2,3,5,10,Loyal Customers
CUST00982,2025-07-02,90,4,1862.8899999999999,2,1,3,6,At Risk
CUST00983,2025-01-17,256,2,1982.29,1,1,3,5,Lost Customers
CUST00984,2025-08-17,44,2,1055.25,4,1,2,7,At Risk
CUST00985,2025-07-07,85,1,734.6,3,1,1,5,Lost Customers
CUST00986,2025-07-30,62,5,3357.17,3,2,4,9,Potential Loyalists
CUST00987,2025-09-23,7,5,5784.1,5,2,5,12,Loyal Customers
CUST00988,2025-09-27,3,6,4188.58,5,2,5,12,Loyal Customers
CUST00989,2025-04-25,158,5,4165.87,1,2,5,8,Potential Loyalists
CUST00990,2025-04-16,167,8,6096.85,1,3,5,9,Potential Loyalists
CUST00991,2025-08-20,41,11,11394.83,4,4,5,13,Champions
CUST00992,2025-01-01,272,5,4442.45,1,2,5,8,Potential Loyalists
CUST00993,2025-04-19,164,7,6785.33,1,2,5,8,Potential Loyalists
CUST00994,2025-08-09,52,5,4659.69,3,2,5,10,Loyal Customers
CUST00995,2025-04-24,159,4,2523.84,1,1,3,5,Lost Customers
CUST00996,2025-09-22,8,6,3267.7200000000003,5,2,4,11,Loyal Customers
CUST00997,2025-04-03,180,1,325.85,1,1,1,3,Lost Customers
CUST00998,2025-07-29,63,4,3519.26,3,1,4,8,Potential Loyalists
CUST00999,2025-05-05,148,7,4930.56,1,2,5,8,Potential Loyalists
CUST01000,2025-08-09,52,3,2789.66,3,1,4,8,Potential Loyalists
CUST01001,2024-11-21,313,5,4064.54,1,2,5,8,Potential Loyalists
CUST01002,2025-07-21,71,5,2761.33,3,2,4,9,Potential Loyalists
CUST01003,2025-05-15,138,1,944.62,2,1,2,5,Lost Customers
CUST01004,2025-02-27,215,7,5599.9,1,2,5,8,Potential Loyalists
CUST01005,2025-05-09,144,1,1329.67,2,1,2,5,Lost Customers
CUST01006,2025-09-26,4,1,404.58,5,1,1,7,At Risk
CUST01007,2025-07-06,86,4,1916.8200000000002,2,1,3,6,At Risk
CUST01008,2025-01-04,269,1,473.15,1,1,1,3,Lost Customers
CUST01009,2025-08-20,41,1,334.39,4,1,1,6,At Risk
CUST01010,2025-09-08,22,1,531.29,4,1,1,6,At Risk
CUST01011,2024-09-30,365,4,1951.66,1,1,3,5,Lost Customers
CUST01012,2025-08-31,30,4,2561.7,4,1,4,9,Potential Loyalists
CUST01013,2024-11-27,307,2,1302.3899999999999,1,1,2,4,Lost Customers
CUST01014,2025-05-16,137,7,3972.09,2,2,4,8,Potential Loyalists
CUST01015,2025-08-22,39,3,1760.74,4,1,3,8,Potential Loyalists
CUST01016,2025-09-30,0,2,879.1499999999999,5,1,2,8,Potential Loyalists
CUST01017,2025-05-20,133,5,4886.54,2,2,5,9,Potential Loyalists
CUST01018,2025-09-26,4,1,403.76,5,1,1,7,At Risk
CUST01019,2024-12-14,290,2,1151.0900000000001,1,1,2,4,Lost Customers
CUST01020,2025-05-22,131,1,236.73,2,1,1,4,Lost Customers
CUST01021,2025-09-15,15,2,1013.42,5,1,2,8,Potential Loyalists
CUST01022,2025-01-21,252,2,1528.4,1,1,2,4,Lost Customers
CUST01023,2025-03-10,204,1,948.21,1,1,2,4,Lost Customers
CUST01024,2025-09-10,20,1,370.39,5,1,1,7,At Risk
CUST01025,2025-09-01,29,5,6092.71,4,2,5,11,Loyal Customers
CUST01026,2025-07-27,65,2,759.58,3,1,1,5,Lost Customers
CUST01027,2025-08-03,58,4,4029.9500000000003,3,1,5,9,Potential Loyalists
CUST01028,2025-04-10,173,1,2809.6,1,1,4,6,At Risk
CUST01029,2025-06-12,110,3,1246.4,2,1,2,5,Lost Customers
CUST01030,2025-08-29,32,11,8329.47,4,4,5,13,Champions
CUST01031,2025-04-09,174,5,3089.5600000000004,1,2,4,7,At Risk
CUST01032,2025-09-19,11,1,624.38,5,1,1,7,At Risk
CUST01033,2025-09-16,14,10,5486.38,5,3,5,13,Champions
CUST01034,2025-06-22,100,9,5240.5599999999995,2,3,5,10,Loyal Customers
CUST01035,2025-09-25,5,7,3702.49,5,2,4,11,Loyal Customers
CUST01036,2025-05-12,141,6,5297.63,2,2,5,9,Potential Loyalists
CUST01037,2025-09-22,8,1,681.83,5,1,1,7,At Risk
CUST01038,2025-08-09,52,4,1834.46,3,1,3,7,At Risk
CUST01039,2025-05-24,129,3,1893.67,2,1,3,6,At Risk
CUST01040,2025-05-23,130,1,594.23,2,1,1,4,Lost Customers
CUST01041,2025-04-19,164,1,149.0,1,1,1,3,Lost Customers
CUST01042,2025-09-30,0,1,610.96,5,1,1,7,At Risk
CUST01043,2025-07-18,74,1,464.25,3,1,1,5,Lost Customers
CUST01044,2025-07-08,84,1,2141.49,3,1,3,7,At Risk
CUST01045,2025-05-10,143,2,1560.91,2,1,3,6,At Risk
CUST01046,2025-06-17,105,1,1032.89,2,1,2,5,Lost Customers
CUST01047,2025-05-04,149,1,389.07,1,1,1,3,Lost Customers
CUST01048,2025-05-25,128,1,616.59,2,1,1,4,Lost Customers
CUST01049,2025-05-09,144,1,345.2,2,1,1,4,Lost Customers
CUST01050,2025-09-25,5,2,1629.56,5,1,3,9,Potential Loyalists
CUST01051,2025-06-19,103,2,1390.63,2,1,2,5,Lost Customers
CUST01052,2025-04-10,173,1,763.75,1,1,1,3,Lost Customers
CUST01053,2025-05-07,146,2,2622.57,2,1,4,7,At Risk
CUST01054,2025-04-07,176,5,2628.9300000000003,1,2,4,7,At Risk
CUST01055,2025-03-08,206,4,4625.5599999999995,1,1,5,7,At Risk
CUST01056,2025-07-28,64,6,4860.58,3,2,5,10,Loyal Customers
CUST01057,2025-09-28,2,1,916.36,5,1,2,8,Potential Loyalists
CUST01058,2025-06-12,110,3,1535.77,2,1,2,5,Lost Customers
CUST01059,2025-05-07,146,1,601.72,2,1,1,4,Lost Customers
CUST01060,2025-08-09,52,2,1762.54,3,1,3,7,At Risk
CUST01061,2025-09-28,2,3,1789.86,5,1,3,9,Potential Loyalists
CUST01062,2024-12-10,294,5,2991.27,1,2,4,7,At Risk
CUST01063,2025-09-10,20,1,259.22,5,1,1,7,At Risk
CUST01064,2025-09-24,6,2,898.3599999999999,5,1,2,8,Potential Loyalists
CUST01065,2025-09-27,3,2,1035.32,5,1,2,8,Potential Loyalists
CUST01066,2025-09-19,11,1,816.92,5,1,2,8,Potential Loyalists
CUST01067,2025-09-05,25,2,1043.57,4,1,2,7,At Risk
CUST01068,2025-05-23,130,5,3945.95,2,2,4,8,Potential Loyalists
CUST01069,2025-08-06,55,1,1446.51,3,1,2,6,At Risk
CUST01070,2025-09-19,11,8,5227.41,5,3,5,13,Champions
CUST01071,2025-09-16,14,1,690.61,5,1,1,7,At Risk
CUST01072,2025-03-31,183,1,377.27,1,1,1,3,Lost Customers
CUST01073,2025-07-12,80,3,4033.7000000000003,3,1,5,9,Potential Loyalists
CUST01074,2025-06-08,114,3,1784.42,2,1,3,6,At Risk
CUST01075,2025-09-04,26,2,1464.29,4,1,2,7,At Risk
CUST01076,2025-07-09,83,6,2467.42,3,2,3,8,Potential Loyalists
CUST01077,2025-07-24,68,1,1080.77,3,1,2,6,At Risk
CUST01078,2025-04-27,156,2,777.22,1,1,2,4,Lost Customers
CUST01079,2025-04-06,177,1,1832.92,1,1,3,5,Lost Customers
CUST01080,2025-06-05,117,3,1250.62,2,1,2,5,Lost Customers
CUST01081,2025-09-11,19,4,4027.1899999999996,5,1,5,11,Loyal Customers
CUST01082,2025-08-26,35,1,1181.66,4,1,2,7,At Risk
CUST01083,2025-02-06,236,2,767.05,1,1,1,3,Lost Customers
CUST01084,2025-07-16,76,8,4552.1900000000005,3,3,5,11,Loyal Customers
CUST01085,2024-10-07,358,1,1786.06,1,1,3,5,Lost Customers
CUST01086,2025-07-21,71,5,3512.67,3,2,4,9,Potential Loyalists
CUST01087,2025-09-28,2,1,839.43,5,1,2,8,Potential Loyalists
CUST01088,2025-09-30,0,1,361.44,5,1,1,7,At Risk
CUST01089,2025-09-05,25,1,337.51,4,1,1,6,At Risk
CUST01090,2025-05-09,144,2,1200.77,2,1,2,5,Lost Customers
CUST01091,2025-07-05,87,1,505.4,2,1,1,4,Lost Customers
CUST01092,2025-03-18,196,9,7556.9,1,3,5,9,Potential Loyalists
CUST01093,2024-12-19,285,3,1477.44,1,1,2,4,Lost Customers
CUST01094,2025-07-20,72,6,4050.79,3,2,5,10,Loyal Customers
CUST01095,2025-08-20,41,2,1152.1100000000001,4,1,2,7,At Risk
CUST01096,2025-09-27,3,6,4814.21,5,2,5,12,Loyal Customers
CUST01097,2025-02-09,233,5,2841.22,1,2,4,7,At Risk
CUST01098,2025-03-16,198,2,1964.25,1,1,3,5,Lost Customers
CUST01099,2025-09-16,14,10,6243.88,5,3,5,13,Champions
CUST01100,2025-09-06,24,1,491.36,4,1,1,6,At Risk
CUST01101,2025-09-20,10,1,732.91,5,1,1,7,At Risk
CUST01102,2025-07-13,79,7,4318.54,3,2,5,10,Loyal Customers
CUST01103,2025-07-16,76,4,2384.85,3,1,3,7,At Risk
CUST01104,2025-06-23,99,4,2069.01,2,1,3,6,At Risk
CUST01105,2025-07-08,84,3,1353.63,3,1,2,6,At Risk
CUST01106,2025-07-11,81,1,1006.69,3,1,2,6,At Risk
CUST01107,2025-07-01,91,2,980.0699999999999,2,1,2,5,Lost Customers
CUST01108,2025-08-21,40,4,2883.75,4,1,4,9,Potential Loyalists
CUST01109,2025-09-05,25,1,304.94,4,1,1,6,At Risk
CUST01110,2025-01-13,260,6,3554.06,1,2,4,7,At Risk
CUST01111,2025-06-27,95,7,7703.55,2,2,5,9,Potential Loyalists
CUST01112,2025-08-04,57,4,2800.7700000000004,3,1,4,8,Potential Loyalists
CUST01113,2025-06-15,107,4,1674.12,2,1,3,6,At Risk
CUST01114,2025-05-06,147,1,831.94,2,1,2,5,Lost Customers
CUST01115,2025-09-13,17,10,6722.41,5,3,5,13,Champions
CUST01116,2025-08-07,54,1,2054.97,3,1,3,7,At Risk
CUST01117,2025-08-19,42,8,5543.8,4,3,5,12,Loyal Customers
CUST01118,2025-04-13,170,5,2165.5,1,2,3,6,At Risk
CUST01119,2025-05-29,124,1,654.67,2,1,1,4,Lost Customers
CUST01120,2025-07-31,61,3,2357.69,3,1,3,7,At Risk
CUST01121,2025-07-04,88,1,149.0,2,1,1,4,Lost Customers
CUST01122,2025-09-24,6,1,1209.05,5,1,2,8,Potential Loyalists
CUST01123,2025-04-01,182,2,958.69,1,1,2,4,Lost Customers
CUST01124,2025-04-11,172,9,5960.1,1,3,5,9,Potential Loyalists
CUST01125,2025-01-28,245,5,4034.96,1,2,5,8,Potential Loyalists
